INTLDES,NORAD_CAT_ID,OBJECT_NAME,APOGEE,PERIGEE
2022-097AR,53427,STARLINK-4541,542,538
2022-097AW,53432,STARLINK-4557,541,539
2022-099S,53481,STARLINK-4302,565,561
2022-099W,53485,STARLINK-4430,564,562
2022-099Z,53488,STARLINK-4421,564,562
2022-099AA,53489,STARLINK-4392,565,561
2022-099AC,53491,STARLINK-4450,565,561
2022-099AD,53492,STARLINK-4451,565,561
2022-099AE,53493,STARLINK-4361,564,561
2022-099AG,53495,STARLINK-4429,565,561
2022-099AK,53498,STARLINK-4439,565,561
2022-099AS,53505,STARLINK-4446,564,562
2022-099AW,53509,STARLINK-4402,563,562
2022-101F,53532,STARLINK-4483,541,539
2022-101G,53533,STARLINK-4493,541,539
2022-101Q,53541,STARLINK-4485,541,539
2022-101U,53545,STARLINK-4475,541,539
2022-101W,53547,STARLINK-4474,541,539
2022-101AD,53554,STARLINK-4506,541,538
2022-101AF,53556,STARLINK-4505,541,538
2022-101AK,53560,STARLINK-4564,541,538
2022-101BC,53577,STARLINK-4553,541,538
2022-104A,53588,STARLINK-4691,541,538
2022-104F,53593,STARLINK-4671,541,538
2022-104S,53604,STARLINK-4690,541,539
2022-104T,53605,STARLINK-4693,541,538
2022-104Z,53611,STARLINK-4650,541,539
2022-104AE,53616,STARLINK-4605,541,539
2022-104BF,53641,STARLINK-4588,541,538
2022-105A,53648,STARLINK-4622,565,561
2022-105B,53649,STARLINK-4386,565,561
2022-105F,53653,STARLINK-4390,565,561
2022-105G,53654,STARLINK-4420,565,562
2022-105L,53658,STARLINK-4452,565,561
2022-105R,53663,STARLINK-4457,565,561
2022-105V,53667,STARLINK-4406,565,561
2022-105W,53668,STARLINK-4458,565,561
2022-105X,53669,STARLINK-4464,565,561
2022-105AC,53674,STARLINK-4620,564,562
2022-105AD,53675,STARLINK-4617,564,561
2022-105AM,53683,STARLINK-4625,565,562
2022-105AN,53684,STARLINK-4624,565,561
2022-105AV,53691,STARLINK-4560,565,561
2022-105AW,53692,STARLINK-4572,564,562
2022-105AX,53693,STARLINK-4566,564,562
2022-107K,53709,STARLINK-4685,546,543
2022-107AL,53734,STARLINK-4616,541,539
2022-107AW,53744,STARLINK-4670,541,539
2022-107BC,53750,STARLINK-4612,541,538
2022-111J,53781,STARLINK-4462,541,538
2022-111L,53783,STARLINK-4536,542,538
2022-111T,53790,STARLINK-4734,541,538
2022-111AB,53798,STARLINK-4712,541,539
2022-111AF,53802,STARLINK-4726,541,538
2022-114B,53819,STARLINK-4738,541,538
2022-114AD,53845,STARLINK-4753,540,539
2022-114AL,53852,STARLINK-4797,536,534
2022-119M,53897,STARLINK-5035,540,539
2022-119N,53898,STARLINK-5044,542,538
2022-119U,53904,STARLINK-4787,541,538
2022-119V,53905,STARLINK-5003,541,539
2022-119AF,53915,STARLINK-5017,541,539
2022-119AJ,53918,STARLINK-5012,541,539
2022-119AN,53922,STARLINK-5002,541,539
2022-119AV,53929,STARLINK-5018,541,539
2022-125F,53969,STARLINK-4468,541,539
2022-125G,53970,STARLINK-4567,541,538
2022-125K,53973,STARLINK-5156,541,538
2022-125X,53985,STARLINK-5147,540,539
2022-125Z,53987,STARLINK-5112,541,539
2022-125AB,53989,STARLINK-5115,541,539
2022-125AE,53992,STARLINK-5108,541,539
2022-125AF,53993,STARLINK-5121,541,539
2022-125AG,53994,STARLINK-5125,541,538
2022-125AH,53995,STARLINK-5097,541,539
2022-125AP,54001,STARLINK-5105,541,539
2022-125AV,54007,STARLINK-5132,541,538
2022-136C,54053,STARLINK-5176,541,539
2022-136U,54069,STARLINK-5223,541,538
2022-136V,54070,STARLINK-5181,541,538
2022-136AB,54076,STARLINK-5201,541,538
2022-136AE,54079,STARLINK-5175,535,533
2022-136AF,54080,STARLINK-5160,541,538
2022-141B,54158,STARLINK-5297,541,538
2022-141E,54161,STARLINK-5269,541,539
2022-141L,54167,STARLINK-5243,541,539
